258	Drugstore Offers New Wave of Disposable Cameras	 NEW YORK (Reuters) - Pharmacy chain CVS Corp. on Thursday  said it would offer the world's first disposable digital camera  with a bright color viewing screen that allows consumers to  instantly preview pictures.
259	"Ciena Posts a Loss, Forecasts Flat Sales"	&lt;p&gt;&lt;/p&gt;&lt;p&gt; By Deborah Cohen&lt;/p&gt;&lt;p&gt; CHICAGO (Reuters) - Telecommunications equipment makerCiena Corp. &lt;CIEN.O&gt; on Thursday reported a wider loss for thefiscal third quarter due to slack demand and forecast sales inthe current quarter would be little changed from the thirdquarter.&lt;/p&gt;
260	U.S. Broadband Penetration Tops 51	By ANICK JESDANUN    NEW YORK (AP) -- The number of Americans who get on the Internet via high-speed lines has now equaled the number using dial-up connections.    July measurements from Nielsen/NetRatings placed the broadband audience at 51 percent of the U.S...
261	American Aaron Peirsol Wins Gold on Appeal	 ATHENS (Reuters) - Aaron Peirsol won his second gold medal  at the Athens Olympics Thursday after winning an appeal against  his disqualification from the men's 200 meter backstroke.
262	Abu Ghraib report 'spreads blame'	"A report on the Abu Ghraib prisoner abuse scandal will blame at least two dozen more people, say US officials."
263	Ecuadorean Lawsuit Vs Texaco Boils Down to Science (Reuters)	"Reuters - After a decade\of court battles, lawyers on Wednesday took a lawsuit by\Ecuadorean Indians accusing U.S. oil firm ChevronTexaco Corp..\of polluting the Amazon jungle into the field."
264	"Priceline, Ramada to Make Sites More Accessible to Blind"	"In one of the first enforcement actions of the Americans with Disabilities Act on the Internet, two major travel services have agreed to make sites more accessible to the blind and visually impaired."
265	"Atlantis ""Evidence"" Found in Spain, Ireland"	In 360 B.C. the Greek philosopher Plato described an island he called Atlantis. Now contradicting new evidence claims the fabled city-state was based on a real place.
266	"Groups Eager to Meet With Bush, Kerry (AP)"	"AP - Organizations representing the nation's 3 million scientists, engineers and doctors have invited both presidential candidates to have a word with them  #151; online."
267	Carly Patterson Wins the Women's All-Round	 ATHENS (Reuters) - Carly Patterson upstaged Russian diva  Svetlana Khorkina to become the first American in 20 years to  seize the women's Olympic gymnastics all-round gold medal on  Thursday.
268	Court: File-swapping software not liable for copyright violations	"The makers of two leading file-sharing programs are not legally liable for the songs, movies and other copyright works swapped online by their users, a federal appeals court ruled Thursday in a stinging blow to the entertainment industry. "
269	Olympics: Olympic weightlifting reels as six more lifters fail drug tests	ATHENS : Weightlifting was reeling from the latest crisis to hit the perennially drug-tainted sport here as six more athletes were kicked out of the Olympics for failing dope tests. 
270	Colts' Carthon Hopes to Follow Dad in NFL (AP)	"AP - Ran Carthon tried to avoid playing football after seeing the pain it inflicted on his father, Maurice. Bloodlines, his friends and reality forced a changed of heart."
271	LPGA's Nabisco to Change Dates in 2006 (AP)	"AP - The Kraft Nabisco Championship will be played one week later than usual starting in 2006, preventing the LPGA Tour's first major from getting lost among other big sporting events."
272	Georgian Troops Leave South Ossetia	"The soldiers withdrew from the heights above the Ossetian of capital of Tskhinvali Thursday, turning the area over to peacekeepers. Georgia says three of its soldiers were killed in earlier fighting, while Ossetian authorities say three civilians died ..."
273	"Ohio Sues Best Buy, Alleging Used Sales (AP)"	"AP - Ohio authorities sued Best Buy Co. Inc. on Thursday, alleging the electronics retailer engaged in unfair and deceptive business practices."
274	Cisco Flaw Leaves Router Vulnerable to Attack	Cisco Systems issued a security advisory warning that some networks using its routers may be vulnerable to denial-of-service attacks. Devices running Internetwork Operating System and enabled for the open shortest path first (OSPF) ...
275	Sprint is chock full of potential heros	It would be nice to see this week #39;s 100-meter sprint as simply the best footrace of all time. We could witness four sub-10-second sprints for the first time ever. It would be nice to watch with raised eyebrows instead of furrowed ones. It ...
276	Scientists Study the Hudson River (AP)	AP - Scientists are plunking a series of high-tech sensors into the Hudson River in an effort to unravel mysteries of the murky waterway.
277	Study to Examine Effects of Ship Waste (AP)	AP - A team of scientists is traveling a 600-mile stretch of the Inside Passage this month to study the effects of cruise ship waste and other contaminants in Southeast Alaska waters.
278	Cink Leads NEC Invitational by One Shot (AP)	"AP - Free from the burden of trying to make the Ryder Cup team, Stewart Cink looked at ease Thursday on a marathon day at the NEC Invitational that ended with his name atop the leaderboard."
279	Briefly: China interest in key Yukos unit	"China is interested in participating in the bidding for Yuganskneftegaz, the top oil-producing subsidiary of the Russian oil giant Yukos, a Chinese economic official was quoted as saying in a report Thursday by the Russian news agency Interfax. The ..."
280	"Apple recalls 28,000 batteries"	"APPLE has issued a safety recall for 28,000 batteries for its Powerbook notebooks, saying they posed a potential fire hazard. "
281	Best Buy a Bad Deal?	"Attorney General Jim Petro is suing Best Buy, alleging the electronics retailer has engaged in unfair and deceptive business practices. "
282	Liu brings China 4th gold in weightlifting at Athens Games	"ATHENS, Aug. 19 (Xinhuanet) -- Chinese Hercules Liu Chunhong Thursday lifted three world records on her way to winning the women #39;s 69kg gold medal at the Athens Olympics, the fourth of the power sport competition for China. "
283	Battling Davenport through	Lindsay Davenport continued her dominant recent run and reached the last eight of the Cincinnati Open with a 4-6 6-4 6-1 win over Lilia Osterloh. 
284	Genesis Spacecraft Prepares to Return to Earth with a Piece of the Sun	"In a dramatic ending that marks a beginning in scientific research, NASA's Genesis spacecraft is set to swing by Earth and jettison a sample return capsule filled with particles of the Sun that may ultimately tell us more about the genesis of our solar system."
285	Badminton pair want more	Nathan Robertson says there is no reason why he and badminton partner Gail Emms should not win the next Olympics.
286	Darfur warring parties to meet in Nigeria for peace talks (AFP)	AFP - Sudan's government and its foes in the Darfur region's rebel movements will meet on Monday for peace talks which mark a last chance for African diplomacy to solve the crisis before the United Nations steps in.
287	Iraq Oil Exports Still Halved After Basra HQ Attack	" BAGHDAD (Reuters) - Iraq continued to export oil at one  million barrels per day on Friday after an attack on the South  Oil Company headquarters took sabotage operations to a new  level, an official at the state-owned entity said."
288	US unemployment claims slip but picture still murky	NEW YORKFewer Americans lined up to claim first-time jobless benefits last week but analysts said the modest decline said very little about the current state of the labour market. 
289	Vt. sues over importing drugs	"Vermont's Republican governor challenged the Bush administration's prescription drug policy in federal court yesterday, marking the first time a state has chosen a legal avenue in the expanding battle over Canadian imports."
290	"For starters, Giants #39; Manning on mark"	"Manning had a decent debut as a starter, but Delhomme overshadowed the No. 1 pick in the NFL Draft by throwing for a touchdown and running for another in the Carolina Panthers #39; 27-20 exhibition victory last night over ..."
291	Clemens deal is waived off	"CHICAGO -- The Red Sox were ready to welcome Roger Clemens back to Boston. His uniform number (21) was available. Pedro Martinez , who has expressed the utmost respect for Clemens, almost certainly would have made some room for the Rocket near the locker Clemens long used and Martinez now occupies. Curt Schilling would have been thrilled to pitch with ..."
292	Life without numbers in a unique Amazon tribe	"11=2. Mathematics doesn #39;t get any more basic than this, but even 11 would stump the brightest minds among the Piraha tribe of the Amazon. "
293	P2P Services in the Clear	"In a major setback for the music and movie industries, a federal appeals court upholds a lower court's decision in the infamous Grokster case, ruling peer-to-peer services Morpheus and Grokster are not liable for the copyright infringement of their users. By Katie Dean."
294	"Swap Your PC, or Your President"	"The producer of ads featuring PC users who switched to Macs is applying the same tactic to political commercials. This time, he'll focus on former backers of President Bush, recruited online, who've changed their political allegiance. By Louise Witt."
295	Agassi cruises into Washington Open ATP quarter-finals	"WASHINGTON, Aug. 19 (Xinhuanet) -- Andre Agassi cruised into quarter-finals in Washington Open tennis with a 6-4, 6-2 victory over Kristian Pless of Denmark here on Thursday night. "
296	Producer sues for Rings profits	Hollywood producer Saul Zaentz sues the producers of The Lord of the Rings for \$20m in royalties.
297	"30,000 More Sudanese Threaten to Cross to Chad -UN (Reuters)"	"Reuters - Some 30,000 Sudanese, victims of fresh\attacks by Arab militia inside Darfur, have threatened to cross\into Chad, the U.N. refugee agency warned on Friday."
298	Google scores first-day bump of 18 (USATODAY.com)	USATODAY.com - Even a big first-day jump in shares of Google (GOOG) couldn't quiet debate over whether the Internet search engine's contentious auction was a hit or a flop.
299	Carly Patterson Wins Gymnastics All-Around Gold	 ATHENS (Reuters) - Carly Patterson upstaged Russian diva  Svetlana Khorkina to become the first American in 20 years to  win the women's Olympic gymnastics all-round gold medal on  Thursday.
300	ChevronTexaco hit with \$40.3M ruling	"Montana jury orders oil firm to pay up over gas pipeline leak from 1955; company plans to appeal. NEW YORK (Reuters) - A Montana jury ordered ChevronTexaco Corp., the number two US oil company, to pay \$40.3 million for environmental damage from a gasoline ..."
301	3 US boxers punched out of Games	Athens -- Vanes Martirosyan became the second American to bow out of the Olympic boxing tournament Thursday when he was defeated 20-11 by Lorenzo Aragon of Cuba in their welterweight bout at 152 pounds. 
302	Before-the Bell; Rouse Co. Shares Jump	" &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=RSE.N target=/stocks/quickinfo/fullquote""&gt;RSE.N&lt;/A&gt; jumped before the bell after General Growth  Properties Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GGP.N target=/stocks/quickinfo/fullquote""&gt;GGP.N&lt;/A&gt;, the No. 2 U.S. shopping mall owner, on  Friday said it would buy Rouse for \$7.2 billion."
303	Services make big gains in Japan	"Tertiary index comes in at almost double expectations, drives up yen and helps Nikkei overcome oil. LONDON (Reuters) - The yen hit a four-week high against the dollar Friday as stronger-than-expected Japanese service sector data raised optimism about the ..."
304	Google shares bounce up 18 in trading debut	"In the stock #39;s first day of trading, investors bought, sold and flipped shares at a furious pace, with the price ending just above \$100 - 18 percent higher than where it started. It was, in other words, everything the company #39;s founders, Sergy Brin and ..."
305	Stocks Lower as Oil Prices Steam Higher	"With the much-ballyhooed initial public offering of Google behind them and oil chugging to a new record high, investors took a step back today."
306	Don #39;t expect Tiger to relinquish his top ranking without a fight	"They #39;re calling Ohio a  quot;battleground state, quot; one of the two or three places likely to decide November #39;s presidential election. On local TV, the Bush and Kerry ads air so frequently that it #39;s easy to forget it #39;s Bob Costas who actually runs the country. "
307	Understanding Google AdWords	"Understanding Google AdWords\\Unlike many search engines Google, to its credit, clearly denotes search listings that are paid placement. In fact, Google AdWords appear in a separate section down the left side of the screen.\\Google AdWords provide an inexpensive advertising venue for businesses to advertise products or services to a targeted ..."
308	"Service packs, senators and civil liberties"	&lt;strong&gt;Letters:&lt;/strong&gt; The bulging postbag gives up its secrets
309	Saints Revoke Waiver Claim on Derek Ross (AP)	"AP - One day after placing a waiver claim on troubled cornerback Derek Ross, the Saints did an about-face and released the former Ohio State standout after he missed a scheduled flight to New Orleans on Wednesday night."
310	Hooker Furniture Puts Investors First	"Closing a factory is never popular, but it's the right thing to do."
311	Clicking on Profits	"The latest data from the US Department of Commerce further bolsters what we have all suspected: E-commerce sales are increasing. Not only might one suspect that consumer confidence has been bolstered since last year, there ..."
312	"French Take Gold, Bronze in Single Kayak"	"ATHENS, Greece - Winning on whitewater runs in the family for Frenchman Benoit Peschier, though an Olympic gold is something new. Peschier paddled his one-man kayak aggressively but penalty free in both his semifinal and final runs on the manmade Olympic ..."
313	Dogs in Training to Sniff Out Cancer	Experts have trained unwanted dogs into supersniffers that can detect drugs or bombs. Now they're focusing on a new threat #151;prostate cancer.
314	Antidepressants to Reflect Suicide Risk	" WASHINGTON (Reuters) - The U.S. Food and Drug  Administration plans to update antidepressant labels to reflect  studies that suggest a link between the drugs and suicide in  youths, but remains cautious about the strength of such ties,   according to documents released on Friday."
315	UAL and Its Creditors Agree to 30-Day Extension	UAL's United Airlines will have a 30-day extention on the period in which it can file an exclusive bankruptcy reorganization plan.
316	Mood Mixed Among Darfur Rebels Ahead of Talks	"CORCHA CAMP, Sudan (Reuters) - A Sudanese rebel commander in a camp in Darfur tells his troops he is hoping for peace. But just a few hours march away, young men say they are convinced Sudan wants to drive them off the land. "
317	Crude Price Spike May Send Gas Higher (AP)	"AP - Amid soaring crude oil prices, gasoline costs have been dropping. But don't expect that to last, economists say."
318	Amazon Snaps Up China's Largest Web Retailer (NewsFactor)	NewsFactor - Amazon.com (Nasdaq: AMZN) has said it will buy Joyo.com Limited -- a British Virgin Islands company that operates the largest Internet retail Web site in China -- for US #36;75 million.
319	"Swimming: Phelps Wins Gold, Pulls Out of Relay"	" ATHENS (Reuters) - Michael Phelps, who has won five gold  medals in the Olympic pool, said Friday he was pulling out of  Saturday's 4x100 meter medley relay final to give team mate Ian  Crocker the chance to swim."
320	Court Won't Halt Arch Coal's Triton Bid (Reuters)	"Reuters - A U.S. appeals court ruled on Friday\that Arch Coal Inc. (ACI.N) may proceed with its bid to buy the\assets of rival Triton Coal Co. LLC, denying an emergency\request by the Federal Trade Commission to block the deal, a\spokesman for the agency said."
321	Treasury Prices Take a Breather Today	" NEW YORK (Reuters) - U.S. Treasury prices paused for breath  on Tuesday after a blistering two-session rally ran out of  steam, though analysts still saw room to the upside given the  large short-base in the market."
322	Sadr Militiamen Still in Control of Iraq Shrine	" NAJAF, Iraq (Reuters) - Rebel Shi'ite fighters appeared  still to be in control of the Imam Ali mosque in the Iraqi city  Najaf early on Saturday, but the whereabouts of their leader,  the fiery cleric Moqtada al-Sadr, were unknown."
323	"Liverpool completes signings of Alonso, Garcia"	"LIVERPOOL, England (AP) -- Spanish pair Xabi Alonso from Real Sociedad and Luis Garcia from Barcelona signed five-year contracts with Liverpool on Friday. "
324	Report: Consumers tuning in to plasma TVs	"First-quarter shipments of plasma televisions in the United States more than doubled from the previous year, according to research firm iSuppli. Prices fell by nearly \$1,000 over the same period. "
325	Seven seize	"ATHENS -- He was behind at the start. He was behind at the turn. He was behind for 99.99 of the 100 meters. His head was behind Ian Crocker's head at the finish. And yet somehow last night, Michael Phelps won again -- for the fourth and final time in an individual race at these Olympics."
326	One in four servers to run Linux by 2008	"In a report, the research firm painted a bright future for the open source operating system, claiming that shipments of servers running Linux -- and revenues from those shipments -- will rise significantly over the next five years."
327	Republican Convention Light on Stars (AP)	AP - The Republicans will have one sure Hollywood star for their convention  #151; California Gov. Arnold Schwarzenegger  #151; along with performers to keep the country music fans happy. But they'll be hard-pressed to match the Democratic convention's appeal to young voters led by Ben Affleck.
328	Italian PM #39;s transplant confirmed	"After days of speculation sparked by the white bandanna worn by Mr Berlusconi on holiday in Sardinia, Piero Rosati said the results of the operation would show in a couple of months."
329	Apple Recalls Flaming 15-inch PowerBook G4 Battery	"The affected batteries could overheat, posing a fire hazard. Apple received four reports of these batteries overheating. No injuries have been reported."
330	"Samsung plans to invest Won25,000bn in chips"	"Samsung Electronics, the world #39;s second largest computer chip manufacturer, yesterday said that it would invest Won25,000bn (\$24bn) in its semiconductor business by 2010 to generate "
331	Rosetta Mission Sniffing a Comet	The European Rosetta mission will sample a comet as it tries to harpoon and hook onto its surface. A specially designed oven will cook the comet in analogy to sniffing for recognizable elements.
332	More gold for Britain as Wiggins strikes	"Bradley Wiggins has given Britain their second Olympic cycling gold medal in two days, winning the men #39;s 4-km individual pursuit."
333	Soldiers Kill Palestinian Near Gaza-Israel Fence	"Israeli soldiers shot and killed a Palestinian as he approached a security fence between Israel and the Gaza Strip, Israeli military sources said on Saturday."
334	"Militia, Shiite Leaders Bicker Over Shrine"	"NAJAF, Iraq - Militants loyal to radical Shiite cleric Muqtada al-Sadr kept their hold on a revered shrine, and clashes flared in Najaf on Saturday, raising fears that a resolution to the crisis in the holy city could collapse amid bickering between Shiite leaders.    The clashes between U.S..."
335	Strongwoman hoists 100th gold for Chinese delegation	Tang Gonghong lifted a world record to claim in Athens the 100th Olympic gold for China since its participation in 1984 Olympic Games on Saturday when 
336	West Mulls Boundries for African Fighting (AP)	"AP - As the month-end deadline nears for Sudan to disarm the mostly Arab pro-government militias in Darfur, the United Nations and Western powers are in a dilemma over how far to go to stop the killing in an African country."
337	Chavez victory confirmed	"Caracas, Venezuela - The results of an audit support the official vote count showing that President Hugo Chavez won this month #39;s recall referendum in Venezuela, the head of the Organization of American States said Saturday."
338	Wall St.'s Nest Egg - the Housing Sector	" NEW YORK (Reuters) - If there were any doubts that we're  still living in the era of the stay-at-home economy, the rows  of empty seats at the Athens Olympics should help erase them."
339	Lithuanians deliver NBA stars another Olympic basketball dunking (AFP)	"AFP - Lithuania defeated the United States 94-90 in an Olympic men's basketball preliminary round game, only the fourth loss in 115 Olympic starts for the defending champions."
340	"Source: Dolphins, Bears on Verge of Deal (AP)"	"AP - The Chicago Bears agreed Saturday to trade receiver Marty Booker to the Miami Dolphins for unsigned Adewale Ogunleye  #151; if the Bears can reach a contract agreement with the Pro Bowl defensive end, a source close to the negotiations said."
341	Video Game Makers Go Hollywood. Uh-Oh.	"OVIE producers are often criticized for running at the sight of original ideas, preferring instead to milk plays, books, news events, toys and even video games for their screenplays."
342	Cricket-Lara mulls over future after England whitewash	LONDON (AFP) - Brian Lara said he will take stock before deciding on his future as West Indies captain following his side #39;s 10-wicket defeat to England in the fourth and final Test.
343	Pakistani troops raid two terrorist hideouts	"PAKISTANI troops backed by artillery and aircraft attacked two suspected terrorist hideouts near the rugged Afghan border yesterday, killing and wounding a number of militants, Pakistan army and security officials said."
344	Fleisher Surges Clear	Bruce Fleisher carded a seven-under-par 65 to take a three-shot lead after the second round of the Greater Hickory Classic in North Carolina.
345	Glory Comes Amid Empty Seats and Closed Shutters	"HERE in Old Europe, people install shutters outside their windows to keep out the heat, the pollution, the daylight, the noise. They also lock the shutters tight when they go away on holiday."
346	Amazon to Buy Chinese Retailer Joyo.com	"Internet retailer Amazon.com Inc. said on Thursday that it will buy Joyo.com Ltd., which runs some of China #39;s biggest retail Web sites, for about \$75 million to gain entry into China #39;s fast-growing market."
347	Salesforce.com 2Q Profit Up Sharply	"Software developer Salesforce.com Inc. posted a sharp rise in second-quarter profit on better-than-expected revenue during its first quarter as a public company, but investors shunned the stock in late trading "
348	Jerkens makes right call with Society Selection	Trainer Allen Jerkens hemmed and hawed this past week over running Society Selection in Saturday #39;s Grade 1 Alabama at Saratoga.
349	Unknown Nesterenko Makes World Headlines (Reuters)	"Reuters - Belarus' Yuliya Nesterenko won the top\women's athletics gold medal at the Olympics on Saturday,\triumphing over a field stripped of many big names because of\doping woes to win the 100 meters."
350	"Ready to Bet on Alternative Energy? Well, Think Again"	"When oil prices rise, public interest in alternative energy often does, too. But the logic is evidently escaping Wall Street."
351	"Athletics 5, Devil Rays 0"	"Barry Zito scattered four hits over eight shutout innings, leading the AL West-leading Oakland Athletics past the Tampa Bay Devil Rays 5-0 on Saturday night."
352	Fatah hopes Barghouti would take back candidacy	"Fatah, the mainstream Palestinian movement, hopes that its former West Bank leader Marwan Barghouti would take back his candidacy for the Jan. 9 presidential election."
353	Blasts hit Bangladesh party rally	"A series of grenade blasts has rocked an opposition party rally in the Bangladesh capital, Dhaka, killing at least 13 people. There were seven or eight explosions at the Awami League headquarters, as leader Sheikh Hasina addressed a crowd."
354	Belarus #39; Nesterenko fastest in women #39;s 100m first round	Belarus #39; Yuliya Nesterenko became the fastest woman to qualify for the women #39;s 100 meters second round at the Olympic Games here on Friday.
355	Around the world	The bombing of a UN election office in Afghanistan that injured six policemen drew calls from a UN union Friday for a withdrawal of staffers from the embattled nation.
356	Greek weightlifter awaits verdict	Greek weightlifter Leonidas Sampanis will find out on Sunday if he is to be stripped of his medal.
357	"Work done, Phelps basks in gold glor"	"And on the eighth day, Michael Phelps actually got to rest. After swimming some 18 races in Olympic competition, Phelps was a mere spectator last night, watching his teammates cap a terrific week for the US swim team."
358	China confronts lack of pipelines	China will spend about \$3.4 billion over two to three years laying thousands of miles of oil pipelines to help secure its energy supply in the face of soaring prices and demand.
359	Lane drives in winning run in ninth	Jason Lane took an unusual post-game batting practice with hitting coach Gary Gaetti after a disappointing performance Friday night.
360	Games hammered with controversy	"The International Gymnastics Federation suspended three judges yesterday for a mistake they made in scoring the men #39;s all-around final, but said results would not be changed and Paul Hamm of the United States would keep his gold medal."
361	Admirers look to 2008	"But as far as swim greats Rowdy Gaines and John Naber are concerned, what Phelps did in Athens exceeded what Spitz did in Munich in 1972."
362	Arson attack on Jewish centre in Paris (AFP)	"AFP - A Jewish social centre in central Paris was destroyed by fire overnight in an anti-Semitic arson attack, city authorities said."
363	Colgate to cut workforce	"CONSUMER goods maker Colgate-Palmolive said today it would cut about 12 per cent of its 37,000-person work force and close a third of its factories worldwide as part of a four-year restructuring."
364	A Founding Father?	"Give the guy some credit. Tung Chee-hwa, Hong Kong #39;s embattled Chief Executive, gets precious little of it from his people these daysand heaps of "
365	Three People Killed at Afghan Checkpoint	" KABUL (Reuters) - A man and two women were shot dead by  Afghan and U.S.-led troops after their vehicle ran through a  checkpoint on Saturday, a U.S. military statement said."
366	PRESS START FOR NOSTALGIA	"Like Led Zeppelin #39;s  #39; #39;Stairway to Heaven #39; #39; and Lynyrd Skynyrd #39;s  #39; #39;Freebird, #39; #39; classic video games like Frogger and Pong can bring back an entire era."
367	Emmons loses gold medal after aiming at wrong target	"American shooter Matt Emmons fired at the wrong target on his final shot Sunday, blowing a commanding lead in the Olympic 50-meter three-position rifle event and allowing Jia Zhanbo of China to take the gold."
368	Oil prices look set to dominate	The price of oil looks set to grab headlines as analysts forecast that its record-breaking run may well continue.
369	Putin Visits Chechnya Ahead of Election (AP)	"AP - Russian President Vladimir Putin made an unannounced visit to Chechnya on Sunday, laying flowers at the grave of the war-ravaged region's assassinated president a week before elections for a new leader."
370	"U.S. Softball Team Wins, Closes in on Gold"	"ATHENS, Greece - Right now, the Americans aren't just a Dream Team - they're more like the Perfect Team. Lisa Fernandez pitched a three-hitter Sunday and Crystl Bustos drove in two runs as the Americans rolled to their eighth shutout in eight days, 5-0 over Australia, putting them into the gold medal game..."
371	More Newcastle United Stories	Legendary Real Madrid defender Goyo Benito believes the arrival of Jonathan Woodgate at the Santiago Bernabeu will help bring an avalanche of titles to Real Madrid.
372	Munch masterpiece 'The Scream' stolen from Oslo museum (AFP)	"AFP - A version of Edvard Munch's masterpiece ""The Scream"" and another famous painting by the great Norwegian artist were stolen from an Oslo museum by armed and hooded robbers, police said."
373	Men Set for Sizzling Duel in 100 Meters	"ATHENS, Greece - The preliminaries in the 100 meters were perhaps just a sample of what's to come Sunday, when a talented group of qualifiers - including Americans Shawn Crawford, Justin Gatlin and defending champion Maurice Greene - will try to turn their competition into the fastest show at the Athens Games.    Five men broke 10 seconds in qualifying Saturday, led by Crawford's time of 9.89..."
374	Ulmer storms to gold	"New Zealand #39;s Sarah Ulmer stormed to gold in the women #39;s individual pursuit in a new world record time. Ulmer, fourth in Sydney four years ago, beat Australia #39;s Katie Mactier in a time of three minutes 24."
375	Goal-happy Ajax and Feyenoord maintain perfect starts	Champions Ajax Amsterdam came from behind to thrash NAC Breda 6-2 on Sunday while Feyenoord hit four past Willem II Tilburg to regain the early lead in the Dutch first division.
376	Agency reports climate change major problem	"Rising sea levels, disappearing glaciers in the Alps and more deadly heat waves are coming for Europeans because of global warming, Europes environmental agency warned Wednesday."
377	Cycling: Ulmer #39;s scorching times in secret rides	"New Zealand #39;s star cyclist, Sarah Ulmer, last week rode under world record time twice in an hour during a secret training session in France."
378	Arsenal matches record of 42 league games without a loss on Sunday	"Arsenal rallied for three second-half goals in 11 minutes on Sunday to beat Middlesbrough 5-3, matching a 25-year-old record of 42 league games without a loss in the top-flight of English soccer."
379	"Mexico's 'Fire Volcano' Erupts, No Evacuations Yet (Reuters)"	"Reuters - Mexico's so-called ""Fire\Volcano"" spewed lava, glowing rocks and flames on Friday in an\eruption that authorities said was not yet serious enough to\evacuate nearby villages."
380	The Rippling Pain from Vioxx	"Prescription-drug recalls aren #39;t common, and they #39;re almost always controversial. Now that Merck (MRK ) is voluntarily withdrawing its Vioxx pain medication around the world, due to a heightened risk of cardiovascular "
381	Bush defends tax cuts	"WASHINGTON, Oct 2 (AFP) - US President George W. Bush said Saturday he would renew some of the huge tax cuts that form a cornerstone of his economic rejuvenation policy and chided Democratic challenger John Kerry for opposing the cuts."
382	This year #39;s Panthers could learn a thing or two from Michael Vick	CHARLOTTE - Michael Vick head-butting an opposing linebacker may not have been the smartest thing for a National Football League quarterback to do.
383	Falcons not cruising at 4-0; they #39;re working	"Jim Mora thought his team deserved a little something special. His Atlanta Falcons, with a thorough 27-10 pounding of the Carolina Panthers, had just extended their record to 4-0 for the first time since 1986."
384	New Tungsten Boasts Big Storage	"PalmOne #39;s Tungsten T5 comes with 256MB of flash memory, so you never risk losing your data. If you #39;re a pack-rat type who likes to keep a lot of data you can #39;t afford to lose on your personal digital assistant, PalmOne has a handheld for you."
385	Dodgers ready for anything	"com. When Dodgers coach Glenn Hoffman makes out the daily schedule of Spring Training drills, there are entries for pickoffs and cutoffs, bunt situations and hit-and-runs."
386	Six Shot Dead in New Northeast India Violence	" GUWAHATI, India (Reuters) - Suspected separatist rebels  stormed a village in India's northeast on Monday and shot dead  six people, police said, taking the toll in the worst violence  in years in the troubled region to 62."
387	SUSAN TOMPOR: Stores turn paper into e-checks	"I picked up my 6-year-old son from school last week, and we drove to Wal-Mart to see the future for paper checks. We grabbed a few of life #39;s staples: some Legos, a pack of 3x5 cards to create "
388	Brewers buyer expected to step out of the shadows Monday	MILWAUKEE - Paul Attanasio says the story of his brother buying a baseball team is like a script straight out of Hollywood. He should know.
389	Nikkei Up 2.5 Pct in Afternoon	Tokyo #39;s Nikkei average jumped 2.5 percent by mid-afternoon on Monday as semiconductor-related stocks such as Advantest Corp. mirrored a rally by their US peers while banks and brokerages extended last week #39;s gains.
390	Junior swears by win at Talladega	Dale Earnhardt Jr. went from 11th on a restart on Lap 184 to first less than two laps later to win the EA Sports 500. He led nine times for 78 laps.
391	Informed and Awaiting a St. Helens Eruption	"The people who remember the eruption of Mount St. Helens in 1980 are not as fearful as they were then, with scientists predicting a less powerful eruption."
392	Tokyo Stocks Finish 2.6 Percent Higher (AP)	"AP - Tokyo stocks finished sharply higher Monday, fueled by Wall Street's gains last week. The U.S. dollar was higher against the Japanese yen."
393	Gujarat riot murder retrial opens	The retrial of 16 Hindus charged with the murder of 12 Muslims in the Gujarat riots of 2002 opens in Mumbai.
394	Update 2: Tokyo Stocks Finish 2.6 Percent Higher	"Tokyo stocks finished sharply higher Monday, fueled by Wall Street #39;s gains last week. The US dollar was higher against the Japanese yen."
395	"150,000 new jobs expected"	"The economy probably added 150,000 jobs in September and the unemployment rate held steady at 5.4, a three-year low, according to a survey of economists."
396	Poland to cut Iraq troops by 2006	"Poland will reduce its commitment of forces to the war in Iraq by 40 percent by the end of 2005, the Polish Defense Ministry in Warsaw says."
397	FTSE hits 27-month high	"Top shares have jumped to their highest level for 27 months, tracking a buoyant start to the fourth quarter across global stock markets and as takeover speculation continues to rumble among banks and elsewhere."
398	Red Hat Buys Netscape Enterprise Suite Technologies	Red Hat chairman and chief executive Matthew Szulik said in a statement:  quot;Directory Server and Certificate Management System have already been widely deployed in the enterprise and are mature 
399	THIERRY HEELS THE WOUNDS	THE MARK of brilliance is to produce the unexpected. The proof of genius is to do it time and again. Thierry Henry is a brilliant genius.
400	"PeopleSoft ousts CEO, still opposes Oracle bid (USATODAY.com)"	"USATODAY.com - PeopleSoft's board might have finally blinked. The business-software maker, facing a 16-month takeover siege from rival Oracle, has canned the CEO who bitterly opposed the deal and lost crucial regulatory support in its bid to stay independent."
401	Worldpay struck by online attack	Net payment system Worldpay is under attack from hackers delaying transaction times for hundreds of online retailers.
402	Fable; Nascar 2005: Chase For The Cup	"Fable comes with a big reputation behind it -- it was developed by Peter Molyneux, creator of such involved, engrossing games as Populous and Black and White."
403	Els Sweats Out American Express Victory (AP)	"AP - Emotionally spent from a Grand Slam season of heartache, Ernie Els reasserted himself as a major force Sunday by outlasting Thomas Bjorn in a brilliantly played duel in the cold rain in the American Express Championship. He closed with a 3-under 69 for a one-shot victory and his first World Golf Championship."
